CHR	START	END	INDEX	SOX2
chr3	105866602	105867602	455	0
chr3	105874272	105875272	456	1
chr3	105964228	105965228	457	1
chr3	106276938	106277938	458	0
chr3	106318971	106319971	459	1
chr3	106364066	106365066	460	0
chr3	106398780	106399780	461	0
chr3	106503459	106504459	462	1
chr3	106514689	106515689	463	0
chr3	106916160	106917160	464	0
chr3	107119500	107120500	465	0
chr3	107122629	107123629	466	1
chr3	107382204	107383204	467	0
chr3	107689818	107690818	468	1
chr3	107734078	107735078	469	1
chr3	107734430	107735430	470	0
chr3	108177698	108178698	471	0
chr3	108430284	108431284	472	0
chr3	108578558	108579558	473	0
chr3	109047478	109048478	474	0
chr3	109060050	109061050	475	1
chr3	109879903	109880903	476	0
chr3	109898879	109899879	477	1
chr3	109931478	109932478	478	0
chr3	110015322	110016322	479	1
chr3	110033647	110034647	480	1
chr3	110034676	110035676	481	1
chr3	110376197	110377197	482	1
chr3	110568761	110569761	483	1
chr3	110576164	110577164	484	1
chr3	110599197	110600197	485	1
chr3	111046680	111047680	486	0
chr3	111133021	111134021	487	0
chr3	111193384	111194384	488	1
chr3	111261637	111262637	489	0
chr3	111400640	111401640	490	1
chr3	111408111	111409111	491	1
chr3	111505985	111506985	492	0
chr3	111555015	111556015	493	1
chr3	111706963	111707963	494	1
chr3	111799262	111800262	495	1
chr3	111801202	111802202	496	1
chr3	111956823	111957823	497	0
chr3	112055004	112056004	498	0
chr3	112169736	112170736	499	1
chr3	112192050	112193050	500	0
chr3	112228164	112229164	501	1
chr3	112349724	112350724	502	1
chr3	112352994	112353994	503	0
chr3	112591414	112592414	504	1
chr3	112795508	112796508	505	0
chr3	112882999	112883999	506	0
chr3	112900710	112901710	507	0
chr3	112996481	112997481	508	0
chr3	113014823	113015823	509	1
chr3	113305881	113306881	510	1
chr3	113306144	113307144	511	1
chr3	113385996	113386996	512	0
chr3	113501301	113502301	513	0
chr3	113730253	113731253	514	0
chr3	113790743	113791743	515	1
chr3	114154693	114155693	516	0
chr3	114235169	114236169	517	0
chr3	114355287	114356287	518	0
chr3	114479168	114480168	519	1
chr3	114529855	114530855	520	1
chr3	114543562	114544562	521	1
chr3	114577852	114578852	522	1
chr3	114703249	114704249	523	1
chr3	114757891	114758891	524	0
chr3	114799972	114800972	525	0
chr3	114877442	114878442	526	0
chr3	115020261	115021261	527	0
chr3	115037847	115038847	528	0
chr3	115039735	115040735	529	0
chr3	115126431	115127431	530	0
chr3	115227190	115228190	531	0
chr3	115352230	115353230	532	1
chr3	116038540	116039540	533	0
chr3	116062904	116063904	534	0
chr3	116975992	116976992	535	0
chr3	117109454	117110454	536	0
chr3	117109876	117110876	537	0
chr3	117191787	117192787	538	0
chr3	117218795	117219795	539	1
chr3	117386179	117387179	540	0
chr3	117472880	117473880	541	1
chr3	117758489	117759489	542	0
chr3	117874607	117875607	543	0
chr3	119142915	119143915	544	1
chr3	119262736	119263736	545	1
chr3	119439736	119440736	546	0
chr3	119880517	119881517	547	0
chr3	119930214	119931214	548	1
chr3	120335690	120336690	549	0
chr3	120344347	120345347	550	0
chr3	120453723	120454723	551	0
chr3	120668291	120669291	552	0
chr3	120688954	120689954	553	0
chr3	120727678	120728678	554	1
chr3	121365676	121366676	555	1
chr3	121366724	121367724	556	0
chr3	121708652	121709652	557	1
chr3	122204995	122205995	558	1
chr3	122321785	122322785	559	0
chr3	122397726	122398726	560	0
chr3	122487106	122488106	561	0
chr3	122578632	122579632	562	1
chr3	123219645	123220645	563	0
chr3	123742208	123743208	564	1
chr3	123873848	123874848	565	1
chr3	124378102	124379102	566	0
chr3	124823724	124824724	567	0
chr3	125274493	125275493	568	0
chr3	125315684	125316684	569	0
chr3	125554375	125555375	570	0
chr3	125658778	125659778	571	0
chr3	125663229	125664229	572	0
chr3	125665979	125666979	573	1
chr3	125668193	125669193	574	1
chr3	126070839	126071839	575	1
chr3	126139927	126140927	576	0
chr3	126172878	126173878	577	0
chr3	126201791	126202791	578	1
chr3	126279834	126280834	579	0
chr3	126429173	126430173	580	1
chr3	126453940	126454940	581	0
chr3	127829336	127830336	582	1
chr3	128052831	128053831	583	0
chr3	128092100	128093100	584	0
chr3	128530030	128531030	585	1
chr3	129275665	129276665	586	0
chr3	129687166	129688166	587	0
chr3	129802900	129803900	588	0
chr3	129806756	129807756	589	1
chr3	129814033	129815033	590	0
chr3	129815889	129816889	591	0
chr3	129816141	129817141	592	1
chr3	129891204	129892204	593	1
chr3	130724018	130725018	594	0
chr3	130802835	130803835	595	0
chr3	130956388	130957388	596	0
chr3	130962423	130963423	597	0
chr3	130966260	130967260	598	0
chr3	130981234	130982234	599	0
chr3	131002397	131003397	600	0
chr3	131045466	131046466	601	0
chr3	131070471	131071471	602	0
chr3	131260865	131261865	603	1
chr3	131494390	131495390	604	1
chr3	131915093	131916093	605	1
chr3	131949422	131950422	606	0
chr3	132002673	132003673	607	0
chr3	132181871	132182871	608	1
chr3	132462574	132463574	609	1
chr3	132691775	132692775	610	0
chr3	132996763	132997763	611	1
chr3	133330146	133331146	612	0
chr3	133342571	133343571	613	0
chr3	133349054	133350054	614	0
chr3	133349592	133350592	615	0
chr3	133781775	133782775	616	1
chr3	133816454	133817454	617	1
chr3	134124603	134125603	618	1
chr3	134125152	134126152	619	0
chr3	134138938	134139938	620	0
chr3	134169685	134170685	621	0
chr3	134180193	134181193	622	1
chr3	134399588	134400588	623	0
chr3	134512463	134513463	624	1
chr3	134736279	134737279	625	0
chr3	135939114	135940114	626	1
chr3	135939596	135940596	627	1
chr3	135971814	135972814	628	1
chr3	136192252	136193252	629	1
chr3	136374666	136375666	630	0
chr3	136534022	136535022	631	1
chr3	136647505	136648505	632	1
chr3	136672337	136673337	633	0
chr3	136897098	136898098	634	0
chr3	136909580	136910580	635	0
chr3	138135248	138136248	636	0
chr3	138209690	138210690	637	1
chr3	138311976	138312976	638	0
chr3	138375833	138376833	639	1
chr3	138378424	138379424	640	0
chr3	138491030	138492030	641	1
chr3	138582841	138583841	642	1
chr3	139084612	139085612	643	0
chr3	139243871	139244871	644	1
chr3	139244172	139245172	645	1
chr3	139373149	139374149	646	1
chr3	139485159	139486159	647	0
chr3	139924378	139925378	648	1
chr3	140091307	140092307	649	0
chr3	140215021	140216021	650	1
chr3	140943982	140944982	651	1
chr3	140975391	140976391	652	1
chr3	141439802	141440802	653	0
chr3	141473130	141474130	654	1
chr3	141890451	141891451	655	1
chr3	141890789	141891789	656	1
chr3	142200549	142201549	657	0
chr3	142365350	142366350	658	1
chr3	142407603	142408603	659	0
chr3	142676196	142677196	660	0
chr3	142741095	142742095	661	0
chr3	142764250	142765250	662	0
chr3	142903431	142904431	663	0
chr3	143023338	143024338	664	0
chr3	143024086	143025086	665	0
chr3	143039235	143040235	666	1
chr3	143421412	143422412	667	1
chr3	143457403	143458403	668	1
chr3	143489733	143490733	669	0
chr3	143533369	143534369	670	0
chr3	143553639	143554639	671	0
chr3	144146141	144147141	672	1
chr3	144796128	144797128	673	1
chr3	145775527	145776527	674	1
chr3	146005275	146006275	675	1
chr3	146058488	146059488	676	0
chr3	146080489	146081489	677	0
chr3	146211081	146212081	678	0
chr3	146385611	146386611	679	1
chr3	146718866	146719866	680	1
chr3	146956929	146957929	681	1
chr3	147005762	147006762	682	0
chr3	147158363	147159363	683	1
chr3	147299146	147300146	684	1
chr3	147305949	147306949	685	0
chr3	147334753	147335753	686	1
chr3	147338119	147339119	687	1
chr3	147338343	147339343	688	1
chr3	147480699	147481699	689	1
chr3	147483536	147484536	690	1
chr3	147629258	147630258	691	0
chr3	147739621	147740621	692	1
chr3	147740502	147741502	693	1
chr3	147936715	147937715	694	0
chr3	147997587	147998587	695	1
chr3	148104664	148105664	696	0
chr3	148168949	148169949	697	0
chr3	148275257	148276257	698	1
chr3	148445989	148446989	699	1
chr3	148735212	148736212	700	0
chr3	148879246	148880246	701	1
chr3	149038651	149039651	702	1
chr3	149058122	149059122	703	0
chr3	149369609	149370609	704	0
chr3	149406952	149407952	705	0
chr3	149438645	149439645	706	0
chr3	149805538	149806538	707	1
chr3	149809434	149810434	708	1
chr3	149823631	149824631	709	0
chr3	149877363	149878363	710	1
chr3	150403787	150404787	711	1
chr3	150477255	150478255	712	1
chr3	150551891	150552891	713	0
chr3	150559698	150560698	714	1
chr3	150560059	150561059	715	1
chr3	150566593	150567593	716	1
chr3	150696689	150697689	717	0
chr3	151156885	151157885	718	1
chr3	151382975	151383975	719	0
chr3	151762816	151763816	720	0
chr3	152005712	152006712	721	1
chr3	152201310	152202310	722	0
chr3	152363867	152364867	723	0
chr3	152460785	152461785	724	0
chr3	152953588	152954588	725	1
chr3	152959345	152960345	726	0
chr3	153002811	153003811	727	0
chr3	153290497	153291497	728	0
chr3	153546315	153547315	729	1
chr3	153549926	153550926	730	1
chr3	153550225	153551225	731	1
chr3	153598082	153599082	732	0
chr3	153642309	153643309	733	0
chr3	154225700	154226700	734	0
chr3	154237534	154238534	735	0
chr3	154260728	154261728	736	0
chr3	154280437	154281437	737	0
chr3	154281484	154282484	738	0
chr3	154335542	154336542	739	1
chr3	154736221	154737221	740	1
chr3	154753418	154754418	741	1
chr3	154830665	154831665	742	1
chr3	154859826	154860826	743	1
chr3	155181714	155182714	744	0
chr3	155210161	155211161	745	1
chr3	155349180	155350180	746	1
chr3	155406980	155407980	747	0
chr3	155834346	155835346	748	1
chr3	155887083	155888083	749	1
chr3	156411308	156412308	750	1
chr3	156537016	156538016	751	1
chr3	156564704	156565704	752	1
chr3	156571633	156572633	753	1
chr3	156778923	156779923	754	0
chr3	156869843	156870843	755	1
chr3	156888246	156889246	756	0
chr3	156915999	156916999	757	0
chr3	156916554	156917554	758	0
chr3	156986586	156987586	759	1
chr3	157051217	157052217	760	1
chr3	157147053	157148053	761	0
chr3	157172188	157173188	762	1
chr3	157452087	157453087	763	1
chr3	157452402	157453402	764	1
chr3	157496265	157497265	765	0
chr3	157566227	157567227	766	0
chr3	157566652	157567652	767	0
chr3	157568403	157569403	768	1
chr3	157949438	157950438	769	1
chr3	158125656	158126656	770	0
chr3	158125954	158126954	771	1
chr3	158257140	158258140	772	1
chr3	158301310	158302310	773	1
chr3	158402522	158403522	774	1
chr3	158575117	158576117	775	1
chr3	158952336	158953336	776	0
chr3	159206712	159207712	777	1
chr3	159265657	159266657	778	0
chr3	159445996	159446996	779	1
chr3	160303669	160304669	780	1
chr3	160366318	160367318	781	1
chr3	160408024	160409024	782	0
chr3	160484306	160485306	783	1
chr3	160514027	160515027	784	0
chr3	160539086	160540086	785	0
chr3	160582564	160583564	786	0
chr3	160635385	160636385	787	1
chr3	160782648	160783648	788	0
chr3	160815566	160816566	789	0
chr3	160857578	160858578	790	0
chr3	161108425	161109425	791	0
chr3	161156037	161157037	792	0
chr3	161203103	161204103	793	0
chr3	161250085	161251085	794	0
chr3	161552174	161553174	795	1
chr3	162013231	162014231	796	1
chr3	162104760	162105760	797	0
chr3	162268922	162269922	798	0
chr3	162280809	162281809	799	1
chr3	162493190	162494190	800	1
chr3	162617701	162618701	801	0
chr3	162738904	162739904	802	1
chr3	162762714	162763714	803	1
chr3	162778517	162779517	804	1
chr3	162936419	162937419	805	0
chr3	167712706	167713706	806	1
chr3	167714493	167715493	807	1
chr3	167714968	167715968	808	0
chr3	167983646	167984646	809	1
chr3	168078422	168079422	810	0
chr3	168114865	168115865	811	0
chr3	168122939	168123939	812	1
chr3	168233972	168234972	813	1
chr3	168234373	168235373	814	1
chr3	168268755	168269755	815	1
chr3	168707565	168708565	816	0
chr3	168854683	168855683	817	0
chr3	168855262	168856262	818	1
chr3	168949451	168950451	819	0
chr3	168964770	168965770	820	0
chr3	169125471	169126471	821	1
chr3	169126362	169127362	822	1
chr3	169170800	169171800	823	1
chr3	169213632	169214632	824	1
chr3	169409608	169410608	825	0
chr3	169433970	169434970	826	0
chr3	169967832	169968832	827	0
chr3	169973884	169974884	828	0
chr3	170087639	170088639	829	0
chr3	170098303	170099303	830	0
chr3	170169196	170170196	831	0
chr3	170551909	170552909	832	0
chr3	171363005	171364005	833	0
chr3	171396072	171397072	834	0
chr3	171461221	171462221	835	1
chr3	171856497	171857497	836	1
chr3	171921373	171922373	837	1
chr3	172038116	172039116	838	0
chr3	172046768	172047768	839	1
chr3	172047317	172048317	840	1
chr3	172222478	172223478	841	0
chr3	172347629	172348629	842	0
chr3	172645179	172646179	843	1
chr3	172764178	172765178	844	0
chr3	172764763	172765763	845	0
chr3	172797121	172798121	846	1
chr3	172799139	172800139	847	1
chr3	172935950	172936950	848	0
chr3	172991567	172992567	849	0
chr3	173039026	173040026	850	0
chr3	173589391	173590391	851	0
chr3	173606521	173607521	852	0
chr3	173634618	173635618	853	0
chr3	173634837	173635837	854	0
chr3	173659666	173660666	855	1
chr3	173798846	173799846	856	0
chr3	173897427	173898427	857	0
chr3	173911279	173912279	858	0
chr3	174166436	174167436	859	0
chr3	174283525	174284525	860	1
chr3	174289799	174290799	861	0
chr3	174440032	174441032	862	0
chr3	174776340	174777340	863	0
chr3	175076377	175077377	864	0
chr3	175129380	175130380	865	0
chr3	175178435	175179435	866	1
chr3	175179415	175180415	867	1
chr3	175237332	175238332	868	0
chr3	175246688	175247688	869	1
chr3	175297425	175298425	870	0
chr3	175420767	175421767	871	0
chr3	175746845	175747845	872	1
chr3	175971417	175972417	873	0
chr3	175973251	175974251	874	0
chr3	176075422	176076422	875	0
chr3	176161029	176162029	876	1
chr3	176161784	176162784	877	1
chr3	176378621	176379621	878	1
chr3	176780397	176781397	879	0
chr3	176941713	176942713	880	0
chr3	177026235	177027235	881	1
chr3	177165165	177166165	882	0
chr3	177187177	177188177	883	1
chr3	177371426	177372426	884	0
chr3	177431086	177432086	885	1
chr3	177458157	177459157	886	1
chr3	177536544	177537544	887	0
chr3	177555303	177556303	888	0
chr3	177770240	177771240	889	0
chr3	177953196	177954196	890	0
chr3	177967797	177968797	891	0
chr3	178044921	178045921	892	1
chr3	178164204	178165204	893	1
chr3	178165054	178166054	894	1
chr3	178261022	178262022	895	0
chr3	178804511	178805511	896	1
chr3	178830910	178831910	897	1
chr3	178900373	178901373	898	0
chr3	178962415	178963415	899	0
chr3	179007436	179008436	900	0
chr3	179020044	179021044	901	0
chr3	179061749	179062749	902	1
chr3	179662735	179663735	903	1
chr3	179711591	179712591	904	0
chr3	179882025	179883025	905	0
chr3	180654945	180655945	906	1
chr3	180658853	180659853	907	1
chr3	180662083	180663083	908	1
chr3	180931808	180932808	909	0
chr3	180953906	180954906	910	0
chr3	180976956	180977956	911	0
chr3	181708361	181709361	912	1
chr3	181708873	181709873	913	0
chr3	183203570	183204570	914	1
chr3	183430814	183431814	915	1
chr3	183662251	183663251	916	0
chr3	183662585	183663585	917	0
chr3	183724831	183725831	918	0
chr3	183734615	183735615	919	0
chr3	183737094	183738094	920	1
chr3	183851150	183852150	921	1
chr3	184071309	184072309	922	1
chr3	184393635	184394635	923	1
chr3	184490089	184491089	924	0
chr3	184713786	184714786	925	1
chr3	184805843	184806843	926	1
chr3	184850759	184851759	927	0
chr3	184862246	184863246	928	0
chr3	185678492	185679492	929	0
chr3	185680679	185681679	930	0
chr3	185931797	185932797	931	1
chr3	187114404	187115404	932	1
chr3	187160513	187161513	933	1
chr3	188218278	188219278	934	0
chr3	188442634	188443634	935	0
chr3	188591403	188592403	936	0
chr3	188741693	188742693	937	0
chr3	189028904	189029904	938	0
chr3	189275260	189276260	939	1
chr3	189669425	189670425	940	1
chr3	189669649	189670649	941	1
chr3	189752704	189753704	942	1
chr3	189996072	189997072	943	1
chr3	190169277	190170277	944	1
chr3	190179669	190180669	945	0
chr3	190204793	190205793	946	1
chr3	190225958	190226958	947	0
chr3	190557732	190558732	948	0
chr3	191097942	191098942	949	1
chr3	191493376	191494376	950	0
chr3	193005925	193006925	951	1
chr3	193115556	193116556	952	1
chr3	194479500	194480500	953	1
chr3	194483788	194484788	954	1
chr3	194676079	194677079	955	0
chr3	195189471	195190471	956	1
chr3	195408683	195409683	957	0
chr3	195439897	195440897	958	0
chr3	195699669	195700669	959	1
chr3	196155889	196156889	960	0
chr3	196400391	196401391	961	0
chr3	197156274	197157274	962	1
chr3	197259738	197260738	963	0
chr3	197568492	197569492	964	0
chr3	197835810	197836810	965	1
chr4	541916	542916	1	1
chr4	708980	709980	2	1
chr4	1176153	1177153	3	1
chr4	1572601	1573601	4	0
chr4	2181653	2182653	5	1
chr4	2190162	2191162	6	1
chr4	2213977	2214977	7	0
chr4	2233451	2234451	8	0
chr4	2235159	2236159	9	1
chr4	2614720	2615720	10	1
chr4	3275282	3276282	11	0
chr4	3357912	3358912	12	0
chr4	4239106	4240106	13	1
chr4	4517894	4518894	14	0
chr4	4525112	4526112	15	1
chr4	4560120	4561120	16	1
chr4	4999634	5000634	17	0
chr4	5007924	5008924	18	1
chr4	5337785	5338785	19	0
chr4	5717429	5718429	20	0
chr4	6099931	6100931	21	1
chr4	6814109	6815109	22	1
chr4	7889698	7890698	23	1
chr4	8221262	8222262	24	0
chr4	8667924	8668924	25	1
chr4	8668380	8669380	26	1
chr4	10469179	10470179	27	1
chr4	13015070	13016070	28	1
chr4	13432381	13433381	29	0
chr4	13432992	13433992	30	0
chr4	13474607	13475607	31	0
chr4	13481425	13482425	32	1
chr4	13864914	13865914	33	1
chr4	13941767	13942767	34	1
chr4	14052892	14053892	35	0
chr4	14384034	14385034	36	1
chr4	14974970	14975970	37	1
chr4	15011789	15012789	38	0
chr4	15020724	15021724	39	0
chr4	15125254	15126254	40	0
chr4	15161748	15162748	41	0
chr4	15375146	15376146	42	1
chr4	15668208	15669208	43	0
chr4	15669712	15670712	44	1
chr4	15677958	15678958	45	1
chr4	15798836	15799836	46	0
chr4	15799118	15800118	47	0
chr4	16098101	16099101	48	0
chr4	16580279	16581279	49	0
chr4	16816917	16817917	50	0
chr4	16872040	16873040	51	1
chr4	16981141	16982141	52	0
chr4	17303779	17304779	53	1
chr4	17800148	17801148	54	0
chr4	17802298	17803298	55	0
chr4	17823739	17824739	56	0
chr4	17824171	17825171	57	0
chr4	17845247	17846247	58	1
chr4	17888730	17889730	59	1
chr4	17903262	17904262	60	0
chr4	17996859	17997859	61	0
chr4	17997429	17998429	62	0
chr4	18006980	18007980	63	1
chr4	18129850	18130850	64	1
chr4	18798966	18799966	65	0
chr4	18942686	18943686	66	0
chr4	19010825	19011825	67	0
chr4	19073605	19074605	68	1
chr4	19073838	19074838	69	1
chr4	19077127	19078127	70	1
chr4	19194987	19195987	71	0
chr4	19324028	19325028	72	1
chr4	19356136	19357136	73	0
chr4	19534442	19535442	74	1
chr4	20029579	20030579	75	0
chr4	20044692	20045692	76	1
chr4	20096818	20097818	77	0
chr4	20213626	20214626	78	0
chr4	20277132	20278132	79	1
chr4	20283784	20284784	80	0
chr4	20300926	20301926	81	1
chr4	20374748	20375748	82	1
chr4	20405613	20406613	83	1
chr4	20406247	20407247	84	0
chr4	20516627	20517627	85	1
chr4	20900610	20901610	86	0
chr4	21911757	21912757	87	1
chr4	21962485	21963485	88	0
chr4	22011516	22012516	89	0
chr4	22324784	22325784	90	0
chr4	22827863	22828863	91	1
chr4	23057882	23058882	92	0
chr4	24106746	24107746	93	1
chr4	24367326	24368326	94	0
chr4	24529056	24530056	95	0
chr4	24529418	24530418	96	0
chr4	24529619	24530619	97	1
chr4	24620562	24621562	98	1
chr4	25148208	25149208	99	0
chr4	25153698	25154698	100	1
chr4	26349283	26350283	101	1
chr4	26404181	26405181	102	0
chr4	26623226	26624226	103	0
chr4	26700423	26701423	104	0
chr4	26713384	26714384	105	0
chr4	26864542	26865542	106	1
chr4	26964755	26965755	107	0
chr4	26965867	26966867	108	0
chr4	27004883	27005883	109	0
chr4	27015837	27016837	110	1
chr4	27270218	27271218	111	1
chr4	27650130	27651130	112	1
chr4	27669320	27670320	113	0
chr4	27918978	27919978	114	1
chr4	28049310	28050310	115	1
chr4	28066631	28067631	116	0
chr4	28092455	28093455	117	1
chr4	28165673	28166673	118	1
chr4	28211731	28212731	119	0
chr4	28277567	28278567	120	0
chr4	28488790	28489790	121	1
chr4	28750390	28751390	122	1
chr4	28765791	28766791	123	1
chr4	28787230	28788230	124	0
chr4	28797642	28798642	125	1
chr4	28885477	28886477	126	1
chr4	30793332	30794332	127	0
chr4	31058380	31059380	128	1
chr4	31087670	31088670	129	0
chr4	31667000	31668000	130	0
chr4	33036785	33037785	131	0
chr4	33275051	33276051	132	0
chr4	33292796	33293796	133	1
chr4	33389603	33390603	134	0
chr4	33420996	33421996	135	1
chr4	33642448	33643448	136	0
chr4	33643137	33644137	137	1
chr4	33643537	33644537	138	1
chr4	33748248	33749248	139	1
chr4	33815495	33816495	140	1
chr4	33882374	33883374	141	0
chr4	34184142	34185142	142	0
chr4	34227280	34228280	143	0
chr4	34365535	34366535	144	0
chr4	34717836	34718836	145	0
chr4	37506535	37507535	146	1
chr4	37809483	37810483	147	1
chr4	38270216	38271216	148	1
chr4	38665703	38666703	149	1
chr4	38707422	38708422	150	0
chr4	38874619	38875619	151	0
chr4	39340215	39341215	152	0
chr4	39341223	39342223	153	0
chr4	39699472	39700472	154	1
chr4	39744950	39745950	155	0
chr4	39755074	39756074	156	0
chr4	39875511	39876511	157	1
chr4	39875927	39876927	158	1
chr4	39922056	39923056	159	0
chr4	39922403	39923403	160	1
chr4	40457743	40458743	161	0
chr4	41085220	41086220	162	0
chr4	41199499	41200499	163	0
chr4	41752263	41753263	164	1
chr4	41959906	41960906	165	0
chr4	41999009	42000009	166	1
chr4	42003657	42004657	167	1
chr4	42005363	42006363	168	0
chr4	42017350	42018350	169	1
chr4	42060485	42061485	170	1
chr4	42455198	42456198	171	1
chr4	42458300	42459300	172	0
chr4	42539634	42540634	173	0
chr4	42641449	42642449	174	1
chr4	44693224	44694224	175	1
chr4	44756184	44757184	176	0
chr4	46945973	46946973	177	1
chr4	47178056	47179056	178	0
chr4	47194032	47195032	179	0
chr4	47202914	47203914	180	0
chr4	47253306	47254306	181	0
chr4	47313045	47314045	182	1
chr4	47434514	47435514	183	0
chr4	47439934	47440934	184	1
chr4	47509243	47510243	185	0
chr4	47510908	47511908	186	1
chr4	47567005	47568005	187	0
chr4	47691875	47692875	188	1
chr4	47740368	47741368	189	1
chr4	47854232	47855232	190	1
chr4	47882131	47883131	191	0
chr4	47979588	47980588	192	1
chr4	48255503	48256503	193	0
chr4	48327976	48328976	194	0
chr4	48370079	48371079	195	0
chr4	48435951	48436951	196	0
chr4	48545371	48546371	197	1
chr4	48584157	48585157	198	1
chr4	48585134	48586134	199	0
chr4	48633310	48634310	200	0
chr4	48703688	48704688	201	0
chr4	48722187	48723187	202	0
chr4	48733581	48734581	203	0
chr4	48776734	48777734	204	1
chr4	48795782	48796782	205	0
chr4	51874971	51875971	206	1
chr4	52019071	52020071	207	0
chr4	52943665	52944665	208	1
chr4	53223152	53224152	209	0
chr4	53275771	53276771	210	1
chr4	53384211	53385211	211	1
chr4	53424566	53425566	212	0
chr4	53461149	53462149	213	0
chr4	53489673	53490673	214	1
chr4	53789994	53790994	215	0
chr4	54001684	54002684	216	0
chr4	54061276	54062276	217	0
chr4	54184904	54185904	218	0
chr4	54315929	54316929	219	0
chr4	54576163	54577163	220	1
chr4	54700182	54701182	221	1
chr4	54744906	54745906	222	1
chr4	54749588	54750588	223	1
chr4	55087561	55088561	224	0
chr4	55257479	55258479	225	0
chr4	55403281	55404281	226	0
chr4	55425775	55426775	227	1
chr4	55439260	55440260	228	1
chr4	55529195	55530195	229	1
chr4	55698997	55699997	230	0
chr4	55882906	55883906	231	1
chr4	56411092	56412092	232	1
chr4	56445976	56446976	233	0
chr4	56471010	56472010	234	1
chr4	56621204	56622204	235	0
chr4	56673091	56674091	236	1
chr4	56723344	56724344	237	0
chr4	56972804	56973804	238	1
chr4	57213333	57214333	239	0
chr4	57497099	57498099	240	1
chr4	59525645	59526645	241	1
chr4	59574267	59575267	242	1
chr4	60177931	60178931	243	1
chr4	60179030	60180030	244	1
chr4	60452153	60453153	245	1
chr4	60508309	60509309	246	1
chr4	60561454	60562454	247	0
chr4	60606779	60607779	248	0
chr4	60687585	60688585	249	1
chr4	62858476	62859476	250	1
chr4	64784339	64785339	251	1
chr4	66326002	66327002	252	1
chr4	66456293	66457293	253	1
chr4	67462082	67463082	254	0
chr4	67478230	67479230	255	0
chr4	67635066	67636066	256	0
chr4	67649585	67650585	257	1
chr4	67745148	67746148	258	1
chr4	67775422	67776422	259	0
chr4	67796778	67797778	260	0
chr4	67807572	67808572	261	1
chr4	67841638	67842638	262	0
chr4	67904760	67905760	263	1
chr4	68025310	68026310	264	1
chr4	68180842	68181842	265	0
chr4	68324706	68325706	266	0
chr4	68338826	68339826	267	0
chr4	68342531	68343531	268	0
chr4	69747938	69748938	269	0
chr4	69897164	69898164	270	1
chr4	70629726	70630726	271	0
chr4	70777169	70778169	272	0
chr4	71093260	71094260	273	0
chr4	71340542	71341542	274	1
chr4	71502250	71503250	275	0
chr4	71587668	71588668	276	0
chr4	71829190	71830190	277	0
chr4	72202530	72203530	278	1
chr4	72468967	72469967	279	1
chr4	72700547	72701547	280	1
chr4	72758745	72759745	281	1
chr4	72805507	72806507	282	1
chr4	73092015	73093015	283	1
chr4	73147461	73148461	284	1
chr4	73230433	73231433	285	1
chr4	73406367	73407367	286	1
chr4	73465652	73466652	287	1
chr4	73533088	73534088	288	1
chr4	73634116	73635116	289	1
chr4	73682793	73683793	290	0
chr4	73692432	73693432	291	0
chr4	73807839	73808839	292	0
chr4	73831599	73832599	293	1
chr4	74260654	74261654	294	1
chr4	74371523	74372523	295	0
chr4	74497212	74498212	296	0
chr4	74534224	74535224	297	0
chr4	74543032	74544032	298	0
chr4	74767933	74768933	299	1
chr4	75508284	75509284	300	1
chr4	75642478	75643478	301	1
chr4	75712327	75713327	302	0
chr4	75947602	75948602	303	1
chr4	76114703	76115703	304	0
chr4	76390635	76391635	305	0
chr4	76782212	76783212	306	0
chr4	76799373	76800373	307	1
chr4	77375483	77376483	308	0
chr4	77844951	77845951	309	0
chr4	77927660	77928660	310	0
chr4	77933572	77934572	311	0
chr4	77981470	77982470	312	1
chr4	78023748	78024748	313	0
chr4	78036753	78037753	314	0
chr4	78052430	78053430	315	1
chr4	78059538	78060538	316	0
chr4	78557802	78558802	317	0
chr4	78848033	78849033	318	1
chr4	78902824	78903824	319	0
chr4	79057078	79058078	320	0
chr4	79547459	79548459	321	0
chr4	79614673	79615673	322	0
chr4	79749803	79750803	323	1
chr4	79779780	79780780	324	0
chr4	79799211	79800211	325	0
chr4	79893317	79894317	326	0
chr4	80136160	80137160	327	0
chr4	80218344	80219344	328	1
chr4	80271953	80272953	329	1
chr4	80287003	80288003	330	1
chr4	80407547	80408547	331	1
chr4	80544030	80545030	332	0
chr4	80546740	80547740	333	1
chr4	80555417	80556417	334	1
chr4	81254416	81255416	335	0
chr4	81269480	81270480	336	1
chr4	81371861	81372861	337	0
chr4	81742610	81743610	338	0
chr4	82049510	82050510	339	1
chr4	82368449	82369449	340	1
chr4	82465043	82466043	341	0
chr4	82673382	82674382	342	0
chr4	82962910	82963910	343	1
chr4	83037500	83038500	344	1
chr4	83457346	83458346	345	1
chr4	83660560	83661560	346	0
chr4	83661249	83662249	347	0
chr4	83696924	83697924	348	1
chr4	83734600	83735600	349	0
chr4	84692719	84693719	350	0
chr4	84964779	84965779	351	0
chr4	85258867	85259867	352	1
chr4	85272024	85273024	353	1
chr4	85316725	85317725	354	1
chr4	85479367	85480367	355	1
chr4	85527497	85528497	356	1
chr4	85696017	85697017	357	1
chr4	85782716	85783716	358	0
chr4	85870486	85871486	359	0
chr4	85886327	85887327	360	0
chr4	86201681	86202681	361	0
chr4	86263421	86264421	362	1
chr4	86455032	86456032	363	0
